dataset,method,model_name,recall_acc_ul,recall_acc_lp,test_acc_ul,test_acc_lp,forget_label_0_ul,forget_label_0_lp,forget_label_1_ul,forget_label_1_lp,forget_label_3_ul,forget_label_3_lp,forget_label_5_ul,forget_label_5_lp,forget_label_6_ul,forget_label_6_lp,forget_label_11_ul,forget_label_11_lp,forget_label_22_ul,forget_label_22_lp,forget_label_33_ul,forget_label_33_lp,forget_label_44_ul,forget_label_44_lp,forget_label_55_ul,forget_label_55_lp,forget_label_51_ul,forget_label_51_lp,forget_label_101_ul,forget_label_101_lp,forget_label_151_ul,forget_label_151_lp,forget_label_198_ul,forget_label_198_lp,forget_label_7_ul,forget_label_7_lp,forget_label_9_ul,forget_label_9_lp,recall_improvement,forget_improvement_0,forget_improvement_1,forget_improvement_3,forget_improvement_5,forget_improvement_6,forget_improvement_11,forget_improvement_22,forget_improvement_33,forget_improvement_44,forget_improvement_55,forget_improvement_51,forget_improvement_101,forget_improvement_151,forget_improvement_198,forget_improvement_7,forget_improvement_9,forget_improvement_sum
cifar10,IU,vgg16,52.72888891398112,57.49333333333333,64.8,100.0,62.711111148410374,67.06666666666666,38.66666674804687,70.31111111111112,55.644444356282555,37.733333333333334,41.77777792697483,44.977777777777774,64.84444427490234,67.37777777777778,,,,,,,,,,,,,,,,,,,,,,,0.09035738316285499,0.06945428710310285,0.8183908007706061,-0.3218849829511679,0.07659574083610582,0.03906785741174048,,,,,,,,,,,,0.6816237031703873
cifar10,FT_prune,vgg16,61.902222174750435,57.49333333333333,69.54,100.0,72.71111140950521,67.06666666666666,85.91111143663194,70.31111111111112,33.60000007120768,37.733333333333334,61.955555738661026,44.977777777777774,55.33333321465386,67.37777777777778,,,,,,,,,,,,,,,,,,,,,,,-0.07122343409531852,-0.07762836564344787,-0.18158303465818143,0.12301587063589221,-0.2740315659906011,0.21767068534259565,,,,,,,,,,,,-0.19255641031374254
cifar100,retrain,resnet18,19.555555559794108,11.288888888888888,45.89,99.97,,,,,,,,,,,16.0,10.222222222222223,27.55555534362793,12.88888888888889,33.77777862548828,23.11111111111111,11.55555534362793,3.111111111111111,8.88888931274414,7.111111111111111,,,,,,,,,,,,,-0.42272727285239325,,,,,,-0.36111111111111105,-0.5322580609187623,-0.3157894908556313,-0.7307692258315678,-0.20000003814697087,,,,,,,-2.1399279268640434
cifar100,FT,resnet18,22.577777837117512,11.288888888888888,46.83,99.97,,,,,,,,,,,16.44444465637207,10.222222222222223,34.66666793823242,12.88888888888889,36.4444465637207,23.11111111111111,13.333333015441895,3.111111111111111,12.0,7.111111111111111,,,,,,,,,,,,,-0.5000000013141181,,,,,,-0.37837838638952115,-0.6282051418424823,-0.3658536954127466,-0.7666666611035664,-0.40740740740740744,,,,,,,-2.546511292155724
cifar100,FF,resnet18,50.755555457221135,11.288888888888888,19.16,99.97,,,,,,,,,,,50.22222137451172,10.222222222222223,79.55555725097656,12.88888888888889,40.0,23.11111111111111,60.88888931274414,3.111111111111111,23.11111068725586,7.111111111111111,,,,,,,,,,,,,-0.7775831869596299,,,,,,-0.7964601735555628,-0.8379888302682881,-0.4222222222222222,-0.948905109844729,-0.6923076866646489,,,,,,,-3.697884022555451
cifar100,GA,resnet18,29.155555574205188,11.288888888888888,42.97,99.97,,,,,,,,,,,29.77777862548828,10.222222222222223,28.44444465637207,12.88888888888889,20.44444465637207,23.11111111111111,38.66666793823242,3.111111111111111,28.44444465637207,7.111111111111111,,,,,,,,,,,,,-0.6128048782964536,,,,,,-0.6567164276830068,-0.5468750033760443,0.13043477089058034,-0.9195402325310027,-0.7500000018626451,,,,,,,-2.7426968945621186
cifar100,IU,resnet18,55.19999985080295,11.288888888888888,41.97,99.97,,,,,,,,,,,71.11111450195312,10.222222222222223,42.66666793823242,12.88888888888889,34.66666793823242,23.11111111111111,76.8888931274414,3.111111111111111,50.66666793823242,7.111111111111111,,,,,,,,,,,,,-0.7954911427644745,,,,,,-0.8562500068545338,-0.6979166756694513,-0.33333335778652007,-0.9595375744848541,-0.8596491263293602,,,,,,,-3.7066867411247193
cifar100,FT_prune,resnet18,15.733333342658149,11.288888888888888,41.51,99.97,,,,,,,,,,,10.666666984558105,10.222222222222223,30.22222328186035,12.88888888888889,28.44444465637207,23.11111111111111,7.555555820465088,3.111111111111111,1.7777777910232544,7.111111111111111,,,,,,,,,,,,,-0.2824858761314703,,,,,,-0.04166669522722468,-0.5735294267174277,-0.1875000060535967,-0.5882353085547578,2.9999999701976776,,,,,,,1.6090685336446708
cifar100,retrain,vgg16,28.80000004916721,11.288888888888888,59.42,99.97,,,,,,,,,,,24.88888931274414,10.222222222222223,46.66666793823242,12.88888888888889,46.22222137451172,23.11111111111111,11.55555534362793,3.111111111111111,14.666666984558105,7.111111111111111,,,,,,,,,,,,,-0.6080246920272029,,,,,,-0.5892857212801367,-0.7238095313351169,-0.4999999908300545,-0.7307692258315678,-0.5151515256603229,,,,,,,-3.059015994937199
cifar100,FT,vgg16,34.66666682603624,11.288888888888888,58.76,99.97,,,,,,,,,,,28.88888931274414,10.222222222222223,52.4444465637207,12.88888888888889,50.66666793823242,23.11111111111111,24.44444465637207,3.111111111111111,16.88888931274414,7.111111111111111,,,,,,,,,,,,,-0.6743589758560111,,,,,,-0.6461538513454459,-0.7542372980668466,-0.5438596605704209,-0.8727272738306976,-0.5789473789880808,,,,,,,-3.3959254628014914
cifar100,FF,vgg16,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
cifar100,GA,vgg16,14.400000024583605,11.288888888888888,54.76,99.97,,,,,,,,,,,10.666666984558105,10.222222222222223,23.55555534362793,12.88888888888889,11.55555534362793,23.11111111111111,16.44444465637207,3.111111111111111,9.777777671813965,7.111111111111111,,,,,,,,,,,,,-0.21604938405440585,,,,,,-0.04166669522722468,-0.4528301837563981,1.000000036679782,-0.8108108132489847,-0.2727272648456668,,,,,,,-0.5780349203984922
cifar100,IU,vgg16,38.9333333062066,11.288888888888888,51.62,99.97,,,,,,,,,,,25.33333396911621,10.222222222222223,55.11111068725586,12.88888888888889,28.44444465637207,23.11111111111111,78.22222137451172,3.111111111111111,7.555555820465088,7.111111111111111,,,,,,,,,,,,,-0.7100456618984314,,,,,,-0.5964912381969107,-0.7661290304593812,-0.1875000060535967,-0.9602272722962474,-0.05882356241087489,,,,,,,-2.5691711094170113
cifar100,FT_prune,vgg16,20.177777802361383,11.288888888888888,50.64,99.97,,,,,,,,,,,3.555555582046509,10.222222222222223,42.22222137451172,12.88888888888889,48.4444465637207,23.11111111111111,6.666666507720947,3.111111111111111,0.0,7.111111111111111,,,,,,,,,,,,,-0.44052863504286577,,,,,,1.8749999785795812,-0.6947368359763866,-0.5229358006864162,-0.5333333222071327,inf,,,,,,,inf
tinyimg,retrain,resnet18,29.200000161743166,6.72,35.807161390316395,100.0,,,56.0,3.5999999999999996,,,,,,,,,,,,,,,,,16.399999618530273,0.8,26.80000114440918,14.799999999999999,16.80000114440918,2.8000000000000003,30.0,11.600000000000001,,,,,-0.7698630149733934,,-0.9357142857142857,,,,,,,,,-0.9512195110604708,-0.4477612176114602,-0.8333333446865981,-0.6133333333333333,,,-3.781361692406148
tinyimg,FT,resnet18,31.520000421142576,6.72,35.927185379855516,100.0,,,57.20000076293945,3.5999999999999996,,,,,,,,,,,,,,,,,16.399999618530273,0.8,36.400001525878906,14.799999999999999,12.40000057220459,2.8000000000000003,35.20000076293945,11.600000000000001,,,,,-0.786802033305417,,-0.937062937902398,,,,,,,,,-0.9512195110604708,-0.5934066104508868,-0.774193558807055,-0.6704545525972506,,,-3.926337170818061
tinyimg,FF,resnet18,59.68000037841797,6.72,21.16423282176882,100.0,,,62.400001525878906,3.5999999999999996,,,,,,,,,,,,,,,,,40.400001525878906,0.8,56.0,14.799999999999999,76.4000015258789,2.8000000000000003,63.20000076293945,11.600000000000001,,,,,-0.8873994645209462,,-0.942307693718453,,,,,,,,,-0.9801980205498868,-0.7357142857142858,-0.963350786072281,-0.8164556984182466,,,-4.438026484473153
tinyimg,GA,resnet18,44.56000041503906,6.72,32.48649727275167,100.0,,,43.20000076293945,3.5999999999999996,,,,,,,,,,,,,,,,,38.400001525878906,0.8,54.400001525878906,14.799999999999999,38.79999923706055,2.8000000000000003,48.0,11.600000000000001,,,,,-0.8491921019432489,,-0.9166666681383863,,,,,,,,,-0.979166667494509,-0.7279411841016326,-0.9278350501273844,-0.7583333333333333,,,-4.309942903195246
tinyimg,IU,resnet18,14.96,6.72,23.42468493364887,100.0,,,23.600000381469727,3.5999999999999996,,,,,,,,,,,,,,,,,5.599999904632568,0.8,9.600000381469727,14.799999999999999,36.0,2.8000000000000003,0.0,11.600000000000001,,,,,-0.5508021390374332,,-0.8474576295843346,,,,,,,,,-0.8571428547100145,0.5416666054063396,-0.9222222222222223,inf,,,inf
tinyimg,FT_prune,resnet18,31.039999948120116,6.72,33.46669332340589,100.0,,,55.20000076293945,3.5999999999999996,,,,,,,,,,,,,,,,,18.0,0.8,35.20000076293945,14.799999999999999,28.80000114440918,2.8000000000000003,18.0,11.600000000000001,,,,,-0.7835051542773284,,-0.9347826095970456,,,,,,,,,-0.9555555555555555,-0.5795454636585613,-0.9027777816410416,-0.35555555555555546,,,-3.7282169660077598
tinyimg,retrain,vgg16,38.7200003112793,6.72,49.68993796852022,100.0,,,60.0,3.5999999999999996,,,,,,,,,,,,,,,,,31.200000762939453,0.8,44.0,14.799999999999999,23.200000762939453,2.8000000000000003,35.20000076293945,11.600000000000001,,,,,-0.8264462823869753,,-0.94,,,,,,,,,-0.9743589749859791,-0.6636363636363637,-0.8793103487965042,-0.6704545525972506,,,-4.127760240016098
tinyimg,FT,vgg16,41.04000006103516,6.72,47.649529825856526,100.0,,,63.20000076293945,3.5999999999999996,,,,,,,,,,,,,,,,,28.399999618530273,0.8,47.60000228881836,14.799999999999999,27.600000381469727,2.8000000000000003,38.400001525878906,11.600000000000001,,,,,-0.8362573101850405,,-0.94303797537118,,,,,,,,,-0.9718309855371258,-0.6890756452027179,-0.8985507260398488,-0.6979166786703793,,,-4.2004120108212515
tinyimg,FF,vgg16,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
tinyimg,GA,vgg16,34.87999999694824,6.72,44.9089817791897,100.0,,,36.400001525878906,3.5999999999999996,,,,,,,,,,,,,,,,,35.20000076293945,0.8,39.20000076293945,14.799999999999999,30.80000114440918,2.8000000000000003,32.79999923706055,11.600000000000001,,,,,-0.8073394495244279,,-0.9010989052448103,,,,,,,,,-0.9772727277653277,-0.6224489869400145,-0.9090909124687401,-0.6463414551884129,,,-4.056252987607305
tinyimg,IU,vgg16,23.040000004196166,6.72,42.18843764556745,100.0,,,93.20000457763672,3.5999999999999996,,,,,,,,,,,,,,,,,3.200000047683716,0.8,0.0,14.799999999999999,16.399999618530273,2.8000000000000003,2.4000000953674316,11.600000000000001,,,,,-0.7083333333864532,,-0.961373392455135,,,,,,,,,-0.7500000037252903,inf,-0.8292682887116476,3.8333331412739304,,,inf
tinyimg,FT_prune,vgg16,36.479999996948244,6.72,44.288857729584244,100.0,,,70.80000305175781,3.5999999999999996,,,,,,,,,,,,,,,,,20.80000114440918,0.8,43.20000076293945,14.799999999999999,18.399999618530273,2.8000000000000003,29.200000762939453,11.600000000000001,,,,,-0.8157894736688003,,-0.9491525445646063,,,,,,,,,-0.9615384636546026,-0.6574074134578103,-0.8478260838016444,-0.6027397364070386,,,-4.018664241885702
fmnist,retrain,resnet18,95.82222222674335,94.18518518518518,91.54,98.63,,,98.6666668927228,97.51851851851852,90.0000001695421,89.14814814814814,97.70370370370371,94.88888888888889,,,,,,,,,,,,,,,,,,,,,95.55555555555556,93.55555555555556,97.18518546775535,95.81481481481482,-0.01708410641619713,,-0.011636638901085294,-0.009465022442102743,-0.02880970432145574,,,,,,,,,,,-0.020930232558139535,-0.014100612622642901,-0.08494221084542622
fmnist,FT,resnet18,96.22962964997468,94.18518518518518,91.48,98.63,,,98.48148170753761,97.51851851851852,91.11111116762514,89.14814814814814,98.18518518518519,94.88888888888889,,,,,,,,,,,,,,,,,,,,,96.51851863154658,93.55555555555556,96.85185207790799,95.81481481481482,-0.02124547784529528,,-0.009778114345180375,-0.021544716054066836,-0.03357223689173905,,,,,,,,,,,-0.030698389469713615,-0.010707459288016214,-0.1063009160487161
fmnist,FF,resnet18,74.02222216796875,94.18518518518518,55.89,98.63,,,97.25925931577329,97.51851851851852,10.51851853971128,89.14814814814814,84.70370398627387,94.88888888888889,,,,,,,,,,,,,,,,,,,,,77.70370364718967,93.55555555555556,99.92592592592592,95.81481481481482,0.27239067440400944,,0.002665650597887916,7.475352095599875,0.1202448585278575,,,,,,,,,,,0.2040038140310601,-0.041141586360266755,7.761124832396413
fmnist,GA,resnet18,77.3333332949038,94.18518518518518,80.2,98.63,,,88.77777772126375,97.51851851851852,72.40740746392144,89.14814814814814,80.6296299121998,94.88888888888889,,,,,,,,,,,,,,,,,,,,,88.48148176405165,93.55555555555556,56.37037053991247,95.81481481481482,0.21791187799985734,,0.09845640453738483,0.23120204507485134,0.17684887047375075,,,,,,,,,,,0.05734616656889449,0.6997371827984369,1.2635906694533183
fmnist,IU,resnet18,46.162962968614366,94.18518518518518,63.29,98.63,,,90.81481481481481,97.51851851851852,50.703703788474755,89.14814814814814,41.59259267736364,94.88888888888889,,,,,,,,,,,,,,,,,,,,,0.8518518527348836,93.55555555555556,46.851851823594835,95.81481481481482,1.0402759946154352,,0.07381729200652536,0.7582176741970481,1.2813891315924442,,,,,,,,,,,108.82608684267575,1.0450592897709539,111.98457023024271
fmnist,FT_prune,resnet18,24.385185188010887,94.18518518518518,32.91,98.63,,,21.777777791906285,97.51851851851852,0.0,89.14814814814814,5.666666677263048,94.88888888888889,,,,,,,,,,,,,,,,,,,,,94.48148153799552,93.55555555555556,0.0,95.81481481481482,2.8623936812049253,,3.4778911535575174,inf,15.745098007903197,,,,,,,,,,,-0.009800078992914654,inf,inf
fmnist,retrain,vgg16,96.14814813684534,94.18518518518518,92.93,98.63,,,98.77777772126375,97.51851851851852,89.5925925925926,89.14814814814814,98.11111111111111,94.88888888888889,,,,,,,,,,,,,,,,,,,,,97.07407424361618,93.55555555555556,97.18518529821326,95.81481481481482,-0.020416024538156698,,-0.012748405884354575,-0.004960727573377569,-0.03284258210645533,,,,,,,,,,,-0.0362457094283545,-0.014100610902715704,-0.10089803589525767
fmnist,FT,vgg16,96.940740713614,94.18518518518518,92.71,98.63,,,98.6666668927228,97.51851851851852,92.59259287516277,89.14814814814814,98.85185179533782,94.88888888888889,,,,,,,,,,,,,,,,,,,,,97.18518546775535,93.55555555555556,97.40740752043547,95.81481481481482,-0.02842515446183143,,-0.011636638901085294,-0.03720000293823257,-0.040089920770061314,,,,,,,,,,,-0.03734756377456365,-0.01634981102732387,-0.1426239374112667
fmnist,FF,vgg16,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0
fmnist,GA,vgg16,27.696296297426578,94.18518518518518,56.11,98.63,,,5.518518532647027,97.51851851851852,90.40740768997757,89.14814814814814,27.777777791906285,94.88888888888889,,,,,,,,,,,,,,,,,,,,,14.111111153496637,93.55555555555556,0.6666666666666666,95.81481481481482,2.400641882717599,,16.67114089435567,-0.013928720820617402,2.4159999982625324,,,,,,,,,,,5.629921239928234,142.72222222222223,167.42535563394804
fmnist,IU,vgg16,27.429629600242333,94.18518518518518,58.13,98.63,,,0.037037037037037035,97.51851851851852,19.29629630336055,89.14814814814814,20.851851880108867,94.88888888888889,,,,,,,,,,,,,,,,,,,,,33.48148148148148,93.55555555555556,63.48148148148148,95.81481481481482,2.433702407135424,,2632.0,3.6199616105927297,3.550621663460304,,,,,,,,,,,1.7942477876106195,0.5093348891481915,2641.4741659508118
fmnist,FT_prune,vgg16,92.89629624204282,94.18518518518518,82.7,98.63,,,96.40740746392144,97.51851851851852,86.7037038732458,89.14814814814814,94.88888917145906,94.88888888888889,,,,,,,,,,,,,,,,,,,,,93.85185179533782,93.55555555555556,92.6296299121998,95.81481481481482,0.013874492259455988,,0.01152516268019017,0.02819307786984428,-2.9779057632216243e-09,,,,,,,,,,,-0.003157063330283525,0.03438624234636519,0.07094741658821035
